"Abingdon.RD","Alcester.RD","Alnwick.RD","Alston.with.Garrigill.RD","Alton.RD","Amersham.RD","Amesbury.RD","Ampthill.RD","Andover.RD","Ashbourne.RD","Ashby.de.la.Zouch.RD","Atcham.RD","Axbridge.RD","Axminster.RD","Aylesbury.RD","Aysgarth.RD","Bagshot.RD","Bakewell.RD","Banbury.RD","Barnack.RD","Barnard.Castle.RD","Barnstaple.RD","Barrow.upon.Soar.RD","Basford.RD","Basingstoke.RD","Bathavon.RD","Battle.RD","Beaminster.RD","Bedale.RD","Bedford.RD","Belford.RD","Bellingham.RD","Belper.RD","Berkhamstead.RD","Beverley.RD","Bideford.RD","Biggleswade.RD","Billesdon.RD","Bingham.RD","Blaby.RD","Blackburn.RD","Blackwell.RD","Blandford.RD","Blofield.and.Flegg.RD","Blyth.RD","Border.RD","Boston.RD","Bowland.RD","Brackley.RD","Bradfield.RD","Bradford.and.Melksham.RD","Braintree.RD","Braughing.RD","Bridge.Blean.RD","Bridgnorth.RD","Bridgwater.RD","Bridlington.RD","Bridport.RD","Brixworth.RD","Broadwoodwidger.RD","Bromsgrove.RD","Bromyard.RD","Buckingham.RD","Bucklow.RD","Bullingdon.RD","Burnley.RD","Caistor.RD","Calne.and.Chippenham.RD","Camelford.RD","Cannock.RD","Castle.Donington.RD","Castle.Ward.RD","Chailey.RD","Chanctonbury.RD","Chapel.en.le.Firth.RD","Chard.RD","Cheadle.RD","Chelmsford.RD","Cheltenham.RD","Chester.le.Street.RD","Chester.RD","Chesterfield.RD","Chesterton.RD","Chichester.RD","Chipping.Norton.RD","Chorley.RD","Cirencester.RD","Clare.RD","Clitheroe.RD","Clowne.RD","Clun.RD","Clutton.RD","Cockermouth.RD","Congleton.RD","Cookham.RD","Cosford.RD","Cranbrook.RD","Crediton.RD","Crickdale.and.Wootton.Bassett.RD","Croft.RD","Cuckfield.RD","Darlington.RD","Dartford.RD","Daventry.RD","Deben.RD","Depwade.RD","Derwent.RD","Devizes.RD","Disley.RD","Docking.RD","Doncaster.RD","Dorcheser.RD","Dore.and.Bredwardine.RD","Dorking.and.Horley.RD","Dover.RD","Downham.RD","Drayton.RD","Driffield.RD","Droitwich.RD","Droxford.RD","Dulverton.RD","Dunmow.RD","Durham.RD","Dursley.RD","E.Ashford.RD","E.Dean.RD","E.Kesteven.RD","E.Retford.RD","Easington.RD","Easingwold.RD","East.Elloe.RD","Easthampstead.RD","Eastry.RD","Elham.RD","Ellesmere","Ellesmere.RD","Elstree.RD","Ely.RD","Ennerdale.RD","Epping.and.Ongar.RD","Erpingham.RD","Eton.RD","Evesham.RD","Faringdon.RD","Flaxton.RD","Forehoe.and.Henstead.RD","Freebridge.Lynn.RD","Frome.RD","Fylde.RD","Gainsborough.RD","Garstang.RD","Gipping.RD","Glanford.Brigg.RD","Glendale.RD","Gloucester.RD","Godstone.RD","Goole.RD","Grimsby.RD","Guildford.RD","Hailsham.RD","Halstead.RD","Haltwhistle.RD","Hambleton.RD","Hartismere.RD","Hartley.Wintney.RD","Hatfield.RD","Helmsley.RD","Hemel.Hampstead.RD","Hemsworth.RD","Henley.RD","Hepton.RD","Hereford.RD","Hertford.RD","Hexham.RD","Highworth.RD","Hitchin.RD","Holderness.RD","Hollingbourn.RD","Honiton.RD","Horncastle.RD","Horsham.RD","Howden.RD","Hungerford.RD","Huntingdon.RD","Isle.of.Axholme.RD","Isle.of.Wight.RD","Kerrier.RD","Kettering.RD","Ketton.RD","Kidderminster.RD","Kingsbridge.RD","Kingsclere.and.Whitchurch.RD","Kington.RD","Kirkbymoorside.RD","Kiverton.Park.RD","Lancaster.RD","Lanchester.RD","Langport.RD","Launceston.RD","Ledbury.RD","Leek.RD","Leominster.and.Wigmore.RD","Lexden.and.Winstree.RD","Leyburn.RD","Lichfield.RD","Liskeard.RD","Loddon.RD","Long.Ashton.RD","Lothingland.RD","Louth.RD","Ludlow.RD","Lunesdale.RD","Luton.RD","Lutterworth.RD","Lydney.RD","M.Westmorland.RD","Macclesfield.RD","Maidstone.RD","Maldon.RD","Malling.RD","Malmsbury.RD","Malton.RD","Market.Borough.RD","Market.Harborough.RD","Marlborough.and.Ramsbury.RD","Marshland.RD","Martley.RD","Masham.RD","Melford.RD","Melton.and.Belvoir.RD","Mere.and.Tisbury.RD","Meriden.RD","Midhurst.RD","Mildenhall.RD","Millom.RD","Mitford.and.Launditch.RD","Morpeth.RD","N.Cotswold.RD","N.Kesteven.RD","N.Witchford.RD","Nantwich.RD","New.Forest.RD","Newark.RD","Newbury.RD","Newcastle.under.Lyme.RD","Newent.RD","Newmarket.RD","Newport.Pagnell.RD","Newton.Abbot.RD","Nidderdale.RD","Norham.and.Islandshires.RD","Norman.Cross.RD","Northallerton.RD","Northampton.RD","Northleach.RD","Northwich.RD","Norton.RD","Oakham.RD","Okehampton.RD","Osgoldcross.RD","Oswestry.RD","Oundle.and.Thrapston.RD","Penrith.RD","Pensitone.RD","Pershore.RD","Peterborough.RD","Petersfield.RD","Petworth.RD","Pewsey.RD","Pickering.RD","Ploughley.RD","Plympton.St.Mary.RD","Pocklington.RD","Preston.RD","Reeth.RD","Repton.RD","Richmond.RD","Ringwood.and.Fordingbridge.RD","Ripon.and.Pateley.Bridge.RD","Rochford.RD","Romney.Marsh.RD","Romsey.and.Stockbridge.RD","Ross.and.Whitchurch.RD","Rothbury.RD","Rotherham.RD","Rugby.RD","Runcorn.RD","S.Cambridgeshire.RD","S.Kesteven.RD","S.Molton.RD","S.Westmorland.RD","Saffron.Walden.RD","Salisbury.and.Wilton.RD","Samford.RD","Scarborough.RD","Sedbergh.RD","Sedgefield.RD","Seisdon.RD","Selby.RD","Settle.RD","Sevenoaks.RD","Shaftesbury.RD","Sheppey.RD","Shepton.Mallet.RD","Sherborne.RD","Shifnal.RD","Shipston.on.Stour.RD","Skipton.RD","Smallburgh.RD","Sodbury.RD","Southam.RD","Southwell.RD","Spalding.RD","Spilsby.RD","St.Albans.RD","St.Austell.RD","St.Faiths.and.Aylsham.RD","St.Germans.RD","St.Ives.RD","St.Neots.RD","St.Thomas.RD","Stafford.RD","Startforth.RD","Stockton.RD","Stokesley.RD","Stone.RD","Stratford.upon.Avon.RD","Stratton.RD","Strood.RD","Stroud.RD","Sturminster.RD","Sunbury.on.Thames","Sunderland.RD","Swaffham.RD","Swale.RD","Tadcaster.RD","Tarvin.RD","Taunton.RD","Tavistock.RD","Tenbury.RD","Tendring.RD","Tenterden.RD","Tetbury.RD","Thedwastre.RD","Thingoe.RD","Thirsk.RD","Thornbury.RD","Thorne.RD","Thorney.RD","Tintwistle.RD","Tiverton.RD","Tonbridge.RD","Torrington.RD","Totnes.RD","Towcester.RD","Truro.RD","Tutbury.RD","Uckfield.RD","Uppingham.RD","Upton.upon.Severn.RD","Uttoxeter.RD","W.Ashford.RD","W.Dean.RD","W.Kesteven.RD","W.Lancashire.RD","Wadebridge.RD","Wainford.RD","Wakefield.RD","Wallingford.RD","Walsingham.RD","Wantage.RD","Ware.RD","Wareham.and.Purbeck.RD","Warminster.and.Westbury.RD","Warmley.RD","Warrington.RD","Warwick.RD","Watford.RD","Wath.RD","Wayland.RD","Weardale.RD","Wellingborough.RD","Wellington.RD","Wellington.RD","Wells.RD","Welton.RD","Welwyn.RD","Wem.RD","Weobley.RD","West.Penwith.RD","Wetherby.RD","Wharfedale.RD","Whiston.RD","Whitby.RD","Wigan.RD","Wigton.RD","Williton.RD","Wimborne.and.Cranborne.RD","Wincanton.RD","Winchester.RD","Windsor.RD","Wing.RD","Winslow.RD","Wisbech.RD","Witney.RD","Wokingham.RD","Worksop.RD","Worthing.RD","Wortley.RD","Wycombe.RD","Yeovil.RD","Aberaeron.RD","Abergavenny.RD","Aberystwyth.RD","Aethwy.RD","Aled.RD","Brecknock.RD","Builth.RD","Cardiff.RD","Carmarthen.RD","Ceiriog.RD","Cemaes.RD","Chepstow.RD","Cowbridge.RD","Crickhowell.RD","Deudraeth.RD","Dolgellau.RD","Edeyrnion.RD","Forden.RD","Gower.RD","Gwyrfai.RD","Haverfordwest.RD","Hawarden.RD","Hay.RD","Hiraethog.RD","Holywell.RD","Knighton.RD","Llandeilo.RD","Llanelli.RD","Llanfyllin.RD","Llantrisant.and.Llantwit.Fardre.RD","Lleyn.RD","Machynlleth.RD","Maelor.RD","Magor.and.St.Mellons.RD","Monmouth.RD","Nant.Conway.RD","Narberth.RD","Neath.RD","New.Radnor.RD","Newcastle.Emlyn.RD","Newtown.and.Llanidloes.RD","Ogwen.RD","Pembroke.RD","Penllyn.RD","Penybont.RD","Pontardawe.RD","Pontypool.RD","Rhayader.RD","Ruthin.RD","St.Asaph.RD","Teifiside.RD","Tregaron.RD","Twrcelyn.RD","Valley.RD","Vaynor.and.Penderyn.RD","Wrexham.RD","Ystradgynlais.RD"
2,5,9,0,6,4,24,4,25,0,5,16,3,1,4,3,1,2,1,0,7,0,19,11,5,2,4,1,0,13,1,1,10,0,0,0,11,3,2,1,0,10,2,0,10,43,48,5,12,14,6,51,2,1,7,9,0,2,5,0,5,3,0,0,19,5,1,20,0,11,8,4,5,0,2,0,58,19,2,25,4,44,41,10,1,1,0,1,2,1,1,4,5,0,2,2,0,0,10,1,25,3,27,8,1,2,3,1,0,1,17,7,0,8,7,20,10,0,8,8,0,3,26,3,0,15,27,7,65,0,16,8,0,2,0,4,23,1,15,16,0,18,0,0,1,1,23,3,3,0,0,10,4,2,30,17,0,3,5,1,3,1,1,5,15,6,0,4,16,25,0,0,4,6,6,2,1,5,3,4,0,0,16,1,0,0,5,0,1,7,5,43,0,0,48,3,17,3,0,0,2,0,4,2,32,8,0,10,2,1,5,4,1,0,1,8,10,1,4,3,0,1,4,18,4,9,4,0,1,6,0,60,2,1,0,7,10,0,13,0,9,30,28,5,1,1,0,0,41,14,0,0,0,5,0,16,3,3,0,7,6,13,1,0,1,2,22,0,2,9,3,4,5,1,1,4,8,0,5,17,0,7,3,0,57,10,3,3,32,1,5,8,3,0,3,14,8,8,0,7,7,0,0,0,0,5,1,19,5,6,10,10,6,8,27,1,4,8,24,9,4,17,0,0,0,12,24,0,14,9,0,14,26,2,3,5,2,3,0,1,9,4,0,3,17,0,11,7,7,0,1,0,0,14,3,9,0,4,1,3,1,6,26,2,2,1,0,0,41,4,8,2,1,27,0,36,15,35,7,8,1,15,4,0,0,3,3,8,0,0,3,2,52,1,1,5,0,2,0,5,3,2,2,0,18,35,8,3,38,3,2,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,16,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,1,0,0,0,0,5,10,0
1,11,9,0,6,16,10,7,7,0,5,11,2,2,29,6,1,20,0,0,12,0,36,21,2,2,2,1,4,16,0,1,3,0,0,0,3,2,12,8,1,20,5,3,4,14,11,4,3,19,9,21,0,0,2,3,3,2,3,0,6,0,0,2,13,2,6,23,0,4,7,2,0,1,3,0,21,59,3,18,2,46,22,12,2,2,5,0,12,3,0,1,1,7,1,1,1,0,8,3,17,4,16,4,2,1,2,6,0,2,12,4,7,5,10,26,0,1,4,6,0,5,42,1,0,10,3,6,63,0,7,24,2,2,0,4,8,0,6,18,0,25,0,0,1,0,12,2,4,0,0,5,1,1,7,18,3,1,5,4,0,0,1,4,14,1,0,13,35,18,0,2,7,8,25,3,2,2,0,5,0,0,29,1,0,1,0,0,1,8,0,6,0,0,33,4,21,0,0,0,0,0,1,11,21,38,0,0,4,13,1,3,4,5,0,11,10,2,1,10,0,3,0,11,1,3,2,1,1,16,2,61,2,1,0,21,4,1,0,0,8,16,10,3,6,1,0,0,11,4,3,1,6,8,3,17,2,3,0,7,35,6,3,1,0,13,6,1,1,10,3,1,2,0,2,0,6,1,3,14,0,0,1,0,35,14,8,1,13,0,2,3,2,2,1,8,11,7,0,16,13,0,0,0,1,1,0,4,5,8,10,7,25,10,14,0,0,3,6,8,2,26,0,0,4,12,6,0,17,34,1,20,26,1,10,7,3,0,3,0,32,3,0,0,22,2,3,2,6,0,0,0,0,8,2,9,0,1,1,0,1,9,4,0,1,0,0,6,3,3,3,9,3,4,0,22,27,52,2,0,0,14,7,0,4,3,0,19,1,0,2,3,26,0,3,2,1,1,1,10,0,1,0,1,1,36,1,7,18,1,1,0,0,0,0,0,0,0,18,1,0,0,0,25,0,0,0,0,7,0,0,1,9,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,1,4,0,2,0,0,0,0,0,2,28,0
2,41,5,0,11,32,27,12,8,0,24,14,3,4,1,14,1,17,0,1,13,0,32,40,3,1,2,3,0,14,0,12,14,1,0,0,0,12,8,7,1,22,3,8,0,16,14,4,19,17,6,45,4,0,8,6,1,0,16,0,12,2,0,1,35,3,1,26,0,9,0,0,0,5,0,1,63,3,1,13,8,41,33,28,0,0,3,1,18,4,4,2,0,10,8,1,2,0,18,4,23,32,70,31,1,0,1,1,0,52,34,9,7,14,16,46,2,0,7,18,1,5,17,2,0,26,42,3,68,0,17,21,0,1,0,0,6,3,0,6,1,34,0,1,22,8,24,2,30,0,0,1,11,1,17,11,0,1,26,5,6,0,4,2,8,8,0,2,33,24,0,1,18,8,32,7,3,8,1,2,1,1,50,1,0,0,8,2,4,36,0,4,0,1,48,24,17,0,0,6,3,0,2,2,17,25,0,22,2,20,7,1,1,2,1,5,13,7,3,23,1,0,11,17,7,5,2,0,0,10,4,112,2,3,0,18,4,9,34,0,21,33,30,4,4,6,0,2,25,8,1,1,8,14,18,5,4,4,0,0,24,27,2,0,0,15,21,0,10,18,4,23,8,0,4,2,51,32,0,10,0,7,1,0,66,18,10,0,5,0,0,3,10,0,10,4,17,7,0,30,13,0,1,0,0,1,0,48,4,0,15,10,13,1,15,3,30,37,60,19,1,3,2,0,13,11,20,0,24,30,23,41,20,0,16,2,1,8,0,2,17,1,0,0,11,0,28,8,1,0,3,7,0,5,2,1,0,3,1,0,1,3,5,12,1,0,0,4,4,4,14,6,0,13,0,42,14,32,6,1,7,13,1,1,1,0,0,1,0,0,8,3,9,3,0,4,2,1,1,8,0,3,3,0,6,52,1,0,40,22,1,0,0,0,0,0,0,0,26,0,0,0,2,23,0,0,0,0,0,0,0,0,13,0,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,18,0
2,33,5,0,7,50,35,4,18,9,21,0,4,0,0,4,0,24,16,0,12,4,44,67,5,0,0,2,12,26,0,3,11,0,0,0,6,15,23,15,1,15,17,9,0,10,21,0,0,28,0,5,3,1,5,3,13,6,2,0,12,1,0,0,18,1,1,58,0,4,0,1,0,2,1,1,73,10,0,7,3,15,25,18,2,2,5,0,9,7,0,3,0,24,5,2,0,0,18,2,31,31,54,3,0,2,2,3,0,24,25,18,5,12,34,48,0,0,3,34,0,4,35,1,0,16,10,1,70,1,27,25,4,6,0,5,13,0,4,9,3,53,0,0,13,1,33,1,22,0,0,1,16,0,7,15,13,9,21,2,4,0,1,4,12,43,4,8,61,7,0,0,12,13,46,2,1,6,0,16,0,0,1,2,1,1,0,0,6,14,2,5,0,4,25,17,17,0,1,0,10,0,4,30,31,23,0,9,10,43,8,1,12,4,0,23,12,1,3,12,3,7,18,27,5,18,0,1,4,10,2,65,6,1,0,35,14,28,69,3,8,21,20,0,9,0,1,1,18,7,1,2,4,12,7,10,1,5,0,7,37,30,4,3,0,18,21,0,13,23,7,19,9,3,28,2,51,14,26,4,0,20,0,0,106,14,16,1,5,1,0,3,1,0,2,5,23,10,0,15,28,2,1,1,0,2,0,21,3,10,17,48,31,10,16,5,13,3,16,5,1,29,7,1,3,15,24,0,42,31,1,18,33,2,56,14,1,18,0,0,20,24,0,1,6,2,23,1,3,3,0,3,0,22,0,5,0,0,0,0,0,24,0,27,2,0,0,6,2,12,5,11,7,5,0,14,10,15,2,15,6,20,3,2,0,8,3,7,1,2,5,4,14,21,0,2,2,2,3,16,2,1,1,0,6,59,1,0,45,16,6,0,5,0,0,0,0,0,17,0,0,0,0,30,0,0,0,0,2,0,0,0,10,0,0,13,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,41,0,0,0,2,0,0,0,0,0,2,30,0
3,31,13,0,4,16,34,4,10,5,17,4,4,2,4,16,0,9,2,0,5,4,36,66,1,0,19,2,6,13,0,13,14,2,0,0,17,21,32,6,1,14,13,6,0,19,27,5,0,16,4,31,0,1,10,10,0,4,4,0,16,2,0,2,33,5,0,67,0,12,0,5,1,2,0,0,43,6,0,3,8,39,45,15,0,1,6,0,17,3,1,11,0,14,6,1,0,0,42,9,20,31,105,21,0,0,3,2,0,58,29,26,6,13,13,134,0,0,5,25,0,44,32,3,0,17,9,1,83,4,22,29,7,0,0,2,8,1,1,6,1,45,0,0,24,5,36,12,0,1,0,0,5,0,19,13,10,17,25,2,0,0,1,0,22,27,0,6,62,14,0,0,48,6,53,6,1,21,0,6,5,2,48,1,0,4,16,2,10,18,1,6,0,0,39,33,16,0,0,4,0,0,29,6,50,27,1,34,3,46,2,1,9,5,0,7,10,8,0,16,7,0,43,35,22,10,0,0,4,12,3,103,1,5,0,21,35,20,33,0,36,35,29,11,9,1,0,0,14,3,2,3,0,24,27,6,1,9,0,3,45,29,0,2,2,2,20,1,45,6,1,45,20,1,15,0,50,45,23,1,2,14,3,2,101,24,26,0,3,2,3,5,8,0,0,13,36,4,6,13,9,0,1,0,0,1,12,45,6,7,8,26,22,10,28,3,36,51,9,6,0,22,5,0,11,52,46,1,26,19,10,53,52,4,15,42,0,9,0,0,13,5,1,0,5,2,35,2,3,1,17,5,0,9,1,1,1,1,0,1,1,5,1,27,4,0,0,32,7,48,14,14,5,14,0,28,11,31,0,38,16,17,4,2,3,4,4,2,0,0,8,1,14,8,0,4,5,1,3,46,2,9,14,3,2,39,4,2,36,9,0,0,0,0,0,0,0,0,31,0,3,0,0,30,0,0,0,0,3,0,0,1,2,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,7,0,0,2,0,0,0,0,0,0,14,0
6,26,12,0,7,33,50,9,0,5,30,6,2,0,1,1,0,13,32,6,9,5,45,41,22,4,2,1,25,19,0,3,11,0,1,0,16,11,31,15,1,17,19,6,0,4,4,5,3,17,0,11,0,4,16,2,11,1,1,0,35,0,0,0,16,1,1,54,0,2,0,3,2,2,0,0,48,3,0,3,4,52,32,3,0,0,6,0,5,0,0,5,1,10,3,3,3,0,32,2,45,2,66,3,1,0,3,1,0,27,60,15,0,5,36,96,0,0,4,11,0,22,29,2,0,8,17,0,78,6,39,31,4,6,0,5,5,2,9,2,10,49,0,7,31,3,48,15,0,0,0,0,11,0,8,9,11,37,11,7,1,0,6,1,16,19,0,1,47,17,0,0,29,4,50,4,0,55,0,16,1,1,38,0,1,6,4,0,1,31,3,0,0,1,32,21,19,0,0,0,9,0,15,32,27,27,0,32,8,40,13,5,24,4,0,18,15,9,0,17,0,0,37,15,18,7,3,0,1,15,11,69,9,7,0,52,8,26,57,0,4,59,29,3,26,0,6,0,11,3,0,2,0,8,9,0,2,3,0,6,20,43,6,1,0,4,34,0,41,29,1,21,18,0,7,0,50,18,20,2,12,1,0,4,119,45,54,3,1,0,2,6,2,0,1,5,25,6,0,3,14,1,0,0,3,0,49,20,5,19,8,99,43,20,15,2,44,22,4,7,1,50,2,0,2,14,9,0,10,16,1,51,50,4,50,30,5,32,0,0,46,0,0,1,7,0,49,3,2,2,8,0,0,3,0,4,0,8,0,1,6,2,0,18,1,0,0,16,3,29,20,8,18,2,0,10,4,18,0,23,1,17,9,2,8,7,8,2,0,1,1,4,17,13,0,7,8,0,1,32,12,4,3,1,6,37,0,0,58,0,3,0,0,0,0,0,0,0,14,0,5,0,2,14,0,1,0,0,0,1,0,1,13,0,0,16,0,0,0,9,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,33,1,2,1,0,0,0,0,1,0,0,52,0
1,16,9,0,1,14,22,2,8,0,42,1,1,2,3,4,1,7,15,3,28,7,62,38,5,1,27,5,14,30,1,2,13,2,3,6,6,5,23,10,3,3,11,2,0,5,9,2,1,10,2,3,0,1,4,4,9,9,2,0,31,0,0,4,11,14,0,43,1,12,0,2,3,3,0,0,38,1,0,4,10,99,59,9,0,0,3,0,8,0,1,22,0,5,7,1,2,0,15,7,12,16,81,4,0,2,3,4,0,19,19,27,7,2,16,45,2,0,1,31,0,35,27,2,8,10,13,0,44,2,13,48,13,0,0,1,3,0,1,7,3,66,1,1,23,13,33,12,3,0,3,3,13,1,7,5,6,27,11,19,28,0,1,0,28,6,0,12,50,33,0,0,22,15,36,0,0,11,0,5,9,1,54,1,0,7,0,1,3,15,1,0,0,0,15,21,3,0,0,0,2,0,7,3,32,15,2,18,28,44,5,7,13,0,0,14,7,7,0,29,5,2,88,31,35,15,0,0,7,1,7,62,0,6,0,110,13,26,19,0,9,132,37,10,31,0,2,0,4,0,2,0,1,19,16,2,0,2,0,1,30,9,6,2,0,1,17,1,65,9,7,33,8,0,6,1,26,23,28,1,2,15,1,1,85,11,13,1,3,0,4,7,20,0,2,1,17,23,0,11,12,0,3,0,3,1,10,76,6,26,4,35,43,17,42,2,21,22,3,5,1,36,2,0,3,30,18,0,20,8,3,27,52,2,21,33,1,11,20,1,27,2,0,0,7,1,28,2,3,2,0,3,0,1,0,1,0,22,0,1,2,15,1,6,4,0,0,7,0,56,37,6,4,1,5,12,4,27,0,16,1,2,11,1,3,1,4,1,2,0,13,5,7,2,1,5,2,5,5,45,3,16,5,3,1,93,6,1,45,10,6,0,0,0,0,1,0,0,15,1,2,0,7,9,2,0,0,0,0,0,0,0,5,0,0,8,0,0,0,28,0,0,0,2,4,2,0,0,0,7,0,4,2,0,0,32,7,0,0,0,0,0,0,0,0,0,42,0
2,14,6,0,10,31,29,1,1,0,32,3,0,1,0,1,0,6,12,15,34,10,19,33,16,3,8,6,3,34,4,0,20,0,0,4,2,5,6,17,6,40,29,39,0,4,5,21,0,20,4,22,0,8,4,4,3,0,0,0,38,0,2,1,6,15,3,35,0,7,0,1,3,9,0,0,29,0,4,5,4,81,23,3,0,0,1,0,7,7,125,11,0,5,6,0,10,0,26,0,25,11,12,9,0,0,23,2,0,57,65,12,1,11,13,50,0,0,4,72,0,24,35,1,11,13,86,1,37,2,16,18,20,5,0,4,10,0,0,6,4,39,12,11,45,4,28,7,2,0,3,2,31,0,13,5,0,20,8,17,21,0,2,6,10,16,2,6,27,7,0,0,20,3,32,6,0,11,0,1,1,0,12,1,0,7,1,0,1,7,1,2,0,0,77,8,3,0,0,0,1,1,19,14,26,8,0,38,21,20,28,2,20,3,0,22,10,11,0,23,4,0,21,12,40,5,1,0,2,9,7,71,0,8,2,58,4,15,21,0,1,43,21,1,11,0,1,1,5,0,0,1,1,10,6,0,2,2,0,1,16,9,2,1,0,3,18,0,19,2,3,22,14,1,1,3,33,14,10,0,5,2,0,4,102,27,23,1,1,0,7,1,13,2,4,0,10,6,0,1,21,1,5,0,8,0,0,23,17,18,3,72,27,16,14,0,22,14,9,3,1,15,2,0,0,8,13,0,2,4,5,26,30,18,0,7,3,14,4,0,33,4,0,0,2,1,19,2,1,0,0,1,0,25,1,0,0,11,0,0,1,0,0,4,1,0,0,8,8,29,23,18,5,0,11,8,1,14,1,8,13,6,0,0,5,5,0,3,1,2,6,0,13,2,1,2,3,21,0,24,1,17,0,2,0,35,1,2,62,5,7,0,1,0,0,0,0,0,2,0,0,0,6,19,1,0,0,0,0,0,0,1,7,0,0,5,0,0,1,4,1,6,0,1,2,0,0,0,0,8,0,5,0,1,0,47,0,0,1,1,0,0,0,0,0,0,32,0
3,50,7,0,1,21,3,5,0,0,18,1,1,0,2,1,0,1,9,13,25,15,19,20,6,2,6,3,7,37,0,4,3,1,1,4,6,19,14,27,1,20,13,12,1,1,3,10,0,11,15,7,0,8,5,7,0,2,0,0,18,0,0,0,2,44,4,28,0,1,0,1,11,3,0,0,20,1,0,5,2,74,21,2,0,1,0,0,3,2,3,23,1,8,9,2,9,0,6,1,2,2,85,6,0,0,9,10,0,4,11,2,2,7,5,70,0,0,0,17,0,13,3,0,21,8,20,1,22,0,19,28,0,2,0,1,3,2,0,6,2,28,2,10,16,3,7,6,2,0,0,2,20,0,3,3,4,20,24,2,4,0,8,1,8,30,2,4,28,9,0,0,8,4,25,5,0,30,0,3,14,2,26,0,0,8,1,0,13,4,1,3,0,0,29,8,0,0,0,0,1,0,2,0,7,3,0,12,25,12,15,9,15,30,0,12,5,21,0,35,4,0,27,6,26,10,0,0,7,1,12,54,0,1,0,76,4,4,25,0,2,27,28,7,6,0,7,0,5,1,0,1,0,19,8,4,1,1,0,7,43,5,9,5,0,0,11,4,34,0,4,19,19,0,8,3,27,17,7,0,1,1,0,3,75,8,14,1,1,0,0,1,12,0,3,0,26,19,0,13,10,1,4,1,23,1,6,11,5,14,7,52,26,17,54,1,13,8,17,0,3,10,0,0,8,3,5,1,7,22,3,5,35,7,6,15,1,8,15,0,8,1,0,0,14,1,13,6,4,0,0,2,1,20,1,6,0,36,3,0,1,2,2,8,1,0,1,8,6,48,26,3,11,4,2,2,7,32,0,15,0,0,2,0,0,0,0,2,2,1,7,0,9,1,0,0,0,12,1,22,1,8,2,1,2,30,1,0,43,6,4,0,1,0,1,0,0,3,16,0,17,0,2,8,12,1,1,0,0,0,0,1,0,0,0,1,0,0,0,21,0,0,0,0,6,0,0,0,0,5,0,9,0,0,0,23,3,1,0,0,0,0,0,6,0,0,51,0
5,1,12,0,3,11,12,2,2,4,8,6,2,0,0,1,0,20,12,28,29,8,28,87,3,6,9,2,8,43,1,5,3,2,0,1,10,12,17,38,1,68,14,39,0,0,18,0,3,12,3,7,0,9,0,4,10,9,0,0,30,0,2,0,6,4,26,14,0,2,0,2,2,5,1,0,22,2,1,4,5,48,26,1,0,0,2,0,1,2,1,25,2,7,10,2,2,0,6,0,11,0,36,40,0,1,6,19,0,27,21,3,0,3,7,58,13,0,1,9,0,8,8,0,8,26,87,1,39,0,51,16,12,6,0,2,6,2,0,3,3,18,5,8,27,6,10,29,8,0,3,3,12,0,5,3,5,26,12,2,10,0,1,0,0,29,0,5,26,6,0,0,1,0,23,0,0,23,0,2,4,0,0,1,0,4,1,1,4,7,0,4,0,0,6,2,2,0,0,0,1,0,5,2,13,3,1,27,39,18,7,5,11,5,0,15,0,7,2,31,0,3,27,4,39,10,0,0,6,3,9,38,0,2,0,25,3,10,22,0,3,36,6,28,10,0,4,0,4,3,0,3,1,3,2,1,2,10,0,2,19,4,1,1,0,3,3,0,15,0,1,18,9,0,1,4,31,33,8,0,13,1,0,0,54,5,25,1,1,0,0,0,11,0,4,0,20,2,0,6,16,0,12,1,11,2,32,69,5,31,3,38,54,15,21,0,23,6,25,0,0,6,8,0,4,5,2,0,4,2,2,7,13,13,4,9,1,15,12,0,7,2,0,0,2,1,11,6,1,0,0,0,0,6,3,2,0,44,7,0,2,3,0,14,2,0,0,10,4,33,14,0,0,3,7,0,5,18,0,18,0,0,4,0,5,5,1,2,0,1,4,1,5,0,0,0,0,25,0,36,2,22,1,1,0,18,8,9,38,4,1,0,0,0,0,1,0,24,11,3,31,0,2,9,6,0,0,0,0,0,0,4,0,0,0,2,0,0,13,6,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,2,0,0,1,0,2,53,0
