"","trend","dpopdt","pop","seas_1","seas_2","seas_3","seas_4","seas_5","seas_6"
"V1431",-10.7800000000002,33360.1362528226,2787803.03320973,0.0571666666666221,0.590166666666582,0.348166666666788,0.00450000000000819,0,0
"V1432",-10.7700000000002,33358.6512741014,2788136.62718835,0.0436906666666406,0.5603946666666,0.388138666666751,0.00777600000000825,0,0
"V1433",-10.7600000000002,33357.1171096777,2788470.20607126,0.0325186666666544,0.527310666666625,0.427822666666714,0.0123480000000064,0,0
"V1434",-10.7500000000002,33355.5337595515,2788803.76936659,0.0234346666666642,0.491562666666655,0.466570666666678,0.0184320000000021,0,0
"V1435",-10.7400000000002,33353.9012237228,2789137.31658249,0.0162226666666705,0.45379866666669,0.503734666666645,0.0262439999999947,0,0
"V1436",-10.7300000000002,33352.2195021916,2789470.84722711,0.0106666666666739,0.414666666666727,0.538666666666616,0.0359999999999836,0,0
"V1437",-10.7200000000003,33350.4885949578,2789804.36080858,0.00655066666667507,0.374814666666764,0.570718666666593,0.0479159999999683,0,0
"V1438",-10.7100000000003,33348.7085020216,2790137.85683506,0.00365866666667451,0.334890666666799,0.599242666666578,0.0622079999999482,0,0
"V1439",-10.7,33346.8792233829,2790471.33481468,0.00177466666663981,0.295542666665948,0.623590666667074,0.0790920000003375,0,0
"V1440",-10.6900000000001,33345.0007590416,2790804.79425558,0.000682666666653161,0.257418666666011,0.643114666666964,0.0987840000003722,0,0
"V1441",-10.6800000000001,33343.0731089979,2791138.23466591,0.000166666666661664,0.221166666666081,0.657166666666852,0.121500000000405,0,0
"V1442",-10.6700000000001,33341.0962732517,2791471.65555381,1.06666666659099e-05,0.187434666666158,0.66509866666674,0.147456000000436,0,0
"V1443",-10.6600000000001,33339.070251803,2791805.05642742,0,0.156865333332905,0.666270666666631,0.17686266666713,1.33333333351162e-06,0
"V1444",-10.6500000000001,33336.9950446518,2792138.43679489,0,0.129781333332979,0.660522666666541,0.209610666667144,8.53333333360112e-05,0
"V1445",-10.6400000000001,33334.870651798,2792471.79616436,0,0.106009333333044,0.64843866666647,0.245094666667144,0.000457333333341,0
"V1446",-10.6300000000001,33332.6970732418,2792805.13404397,0,0.0853333333331005,0.630666666666419,0.282666666667132,0.00133333333334789,0
"V1447",-10.6200000000001,33330.474308983,2793138.44994187,0,0.067537333333149,0.607854666666385,0.32167866666711,0.00292933333335609,0
"V1448",-10.6100000000001,33328.2023590218,2793471.7433662,0,0.0524053333331903,0.580650666666366,0.361482666667079,0.005461333333365,0
"V1449",-10.6000000000001,33325.8812233581,2793805.0138251,0,0.0397213333332249,0.54970266666636,0.401430666667041,0.00914533333337406,0
"V1450",-10.5900000000001,33323.5109019918,2794138.26082671,0,0.0292693333332535,0.515658666666366,0.440874666666997,0.0141973333333826,0
"V1451",-10.5800000000002,33321.0913949231,2794471.48387919,0,0.0208333333332765,0.479166666666382,0.479166666666951,0.0208333333333902,0
"V1452",-10.5700000000002,33318.6227021519,2794804.68249066,0,0.0141973333332946,0.440874666666407,0.515658666666903,0.0292693333333961,0
"V1453",-10.5600000000002,33316.1048236781,2795137.85616928,0,0.00914533333330838,0.401430666666437,0.549702666666855,0.0397213333333998,0
"V1454",-10.5500000000002,33313.5377595019,2795471.00442318,0,0.00546133333331843,0.361482666666473,0.580650666666808,0.0524053333334006,0
"V1455",-10.5400000000002,33310.9215096231,2795804.12676051,0,0.00292933333332534,0.321678666666511,0.607854666666766,0.0675373333333981,0
"V1456",-10.5300000000002,33308.2560740419,2796137.22268942,0,0.0013333333333297,0.28266666666655,0.630666666666728,0.0853333333333916,0
"V1457",-10.5200000000002,33305.5414527581,2796470.29171804,0,0.000457333333332085,0.245094666666589,0.648438666666699,0.10600933333338,0
"V1458",-10.5100000000002,33302.7776457719,2796803.33335452,0,8.53333333331005e-05,0.209610666666625,0.660522666666678,0.129781333333364,0
"V1459",-10.5000000000002,33299.9646530831,2797136.347107,0,1.33333333332969e-06,0.176862666666657,0.666270666666667,0.156865333333342,0
"V1460",-10.4900000000002,33297.1024746918,2797469.33248363,0,0,0.147456000000017,0.66509866666667,0.187434666666647,1.06666666666376e-05
"V1461",-10.4800000000002,33294.1911105981,2797802.28899254,0,0,0.121500000000037,0.657166666666684,0.221166666666614,0.000166666666666212
"V1462",-10.4700000000003,33291.2305608018,2798135.21614189,0,0,0.0987840000000513,0.643114666666708,0.257418666666576,0.000682666666664804
"V1463",-10.4600000000003,33288.220825303,2798468.11343981,0,0,0.0790920000000608,0.62359066666674,0.295542666666537,0.00177466666666183
"V1464",-10.45,33285.1619041017,2798800.98039445,0,0,0.0622079999997123,0.599242666666176,0.334890666667402,0.00365866666671016
"V1465",-10.4400000000001,33282.0537971979,2799133.81651394,0,0,0.0479159999997702,0.570718666666132,0.37481466666737,0.00655066666672765
"V1466",-10.4300000000001,33278.8965045917,2799466.62130644,0,0,0.0359999999998199,0.538666666666106,0.414666666667327,0.0106666666667467
"V1467",-10.4200000000001,33275.6900262829,2799799.39428008,0,0,0.0262439999998621,0.503734666666097,0.453798666667275,0.0162226666667667
"V1468",-10.4100000000001,33272.4343622716,2800132.13494301,0,0,0.0184319999998973,0.466570666666101,0.491562666667214,0.0234346666667872
"V1469",-10.4000000000001,33269.1295125578,2800464.84280337,0,0,0.0123479999999262,0.427822666666118,0.527310666667148,0.0325186666668074
"V1470",-10.3900000000001,33265.7754771415,2800797.51736931,0,0,0.0077759999999493,0.388138666666146,0.560394666667078,0.0436906666668269
"V1471",-10.3800000000001,33262.3722560228,2801130.15814897,0,0,0.00449999999996725,0.348166666666183,0.590166666667005,0.057166666666845
"V1472",-10.3700000000001,33258.9198492015,2801462.76465048,0,0,0.00230399999998061,0.308554666666227,0.615978666666932,0.0731626666668611
"V1473",-10.3600000000001,33255.4182566777,2801795.336382,0,0,0.000971999999989978,0.269950666666276,0.637182666666859,0.0918946666668746
"V1474",-10.3500000000001,33251.8674784514,2802127.87285166,0,0,0.000287999999995938,0.233002666666329,0.65313066666679,0.113578666666885
"V1475",-10.3400000000001,33248.2675145226,2802460.37356761,0,0,3.59999999990828e-05,0.198358666666384,0.663174666666725,0.138430666666892
"V1476",-10.3300000000002,33244.6183648913,2802792.838038,1.56962280972157e-38,0,0,0.166666666666439,0.666666666666667,0.166666666666894
"V1477",-10.3200000000002,33240.9200295575,2803125.26577096,3.60000000007207e-05,0,0,0.13843066666649,0.663174666666621,0.198358666666889
"V1478",-10.3100000000002,33237.1725085212,2803457.65627464,0.00028800000000249,0,0,0.113578666666533,0.653130666666591,0.233002666666874
"V1479",-10.3000000000002,33233.3758017824,2803790.00905717,0.000972000000004719,0,0,0.0918946666665687,0.637182666666576,0.269950666666851
"V1480",-10.2900000000002,33229.5299093411,2804122.32362672,0.00230400000000682,0,0,0.0731626666665983,0.615978666666574,0.308554666666821
"V1481",-10.2800000000002,33225.6348311973,2804454.59949141,0.0045000000000082,0,0,0.057166666666622,0.590166666666582,0.348166666666788
"V1482",-10.2700000000002,33221.690567351,2804786.83615939,0.00777600000000827,0,0,0.0436906666666405,0.5603946666666,0.388138666666752
"V1483",-10.2600000000002,33217.6971178022,2805119.0331388,0.0123480000000064,0,0,0.0325186666666544,0.527310666666625,0.427822666666714
"V1484",-10.2500000000002,33213.6544825509,2805451.18993779,0.0184320000000021,0,0,0.0234346666666642,0.491562666666655,0.466570666666678
"V1485",-10.2400000000002,33209.5626615971,2805783.3060645,0.0262439999999947,0,0,0.0162226666666705,0.45379866666669,0.503734666666645
"V1486",-10.2300000000002,33205.4216549408,2806115.38102707,0.0359999999999837,0,0,0.0106666666666739,0.414666666666727,0.538666666666616
"V1487",-10.2200000000003,33201.231462582,2806447.41433365,0.0479159999999684,0,0,0.00655066666667506,0.374814666666764,0.570718666666593
"V1488",-10.2100000000003,33196.9920845206,2806779.40549237,0.0622079999999482,0,0,0.0036586666666745,0.334890666666799,0.599242666666578
"V1489",-10.2,33192.7035207567,2807111.35401139,0.0790920000003376,0,0,0.00177466666663981,0.295542666665948,0.623590666667074
"V1490",-10.1900000000001,33188.3657712904,2807443.25939884,0.0987840000003723,0,0,0.000682666666653157,0.257418666666011,0.643114666666964
"V1491",-10.1800000000001,33183.9788361216,2807775.12116286,0.121500000000405,0,0,0.000166666666661662,0.221166666666081,0.657166666666852
"V1492",-10.1700000000001,33179.5427152503,2808106.93881161,0.147456000000436,0,0,1.06666666659096e-05,0.187434666666158,0.66509866666674
"V1493",-10.1600000000001,33175.0574086764,2808438.71185322,0.17686266666713,1.33333333351168e-06,0,0,0.156865333332905,0.666270666666631
"V1494",-10.1500000000001,33170.5229164001,2808770.43979583,0.209610666667144,8.53333333360123e-05,0,0,0.129781333332979,0.660522666666541
"V1495",-10.1400000000001,33165.9392384213,2809102.12214759,0.245094666667145,0.000457333333341003,0,0,0.106009333333044,0.64843866666647
"V1496",-10.1300000000001,33161.3063747399,2809433.75841665,0.282666666667133,0.00133333333334789,0,0,0.0853333333331005,0.630666666666419
"V1497",-10.1200000000001,33156.6243253561,2809765.34811113,0.32167866666711,0.0029293333333561,0,0,0.067537333333149,0.607854666666385
"V1498",-10.1100000000001,33151.8930902697,2810096.8907392,0.361482666667079,0.00546133333336502,0,0,0.0524053333331903,0.580650666666366
"V1499",-10.1000000000001,33147.1126694809,2810428.38580899,0.401430666667041,0.00914533333337408,0,0,0.0397213333332249,0.54970266666636
"V1500",-10.0900000000001,33142.2830629896,2810759.83282864,0.440874666666998,0.0141973333333827,0,0,0.0292693333332535,0.515658666666366
"V1501",-10.0800000000002,33137.4042707957,2811091.23130629,0.479166666666951,0.0208333333333902,0,0,0.0208333333332765,0.479166666666382
"V1502",-10.0700000000002,33132.4762928994,2811422.5807501,0.515658666666903,0.0292693333333961,0,0,0.0141973333332946,0.440874666666406
"V1503",-10.0600000000002,33127.4991293005,2811753.8806682,0.549702666666855,0.0397213333333998,0,0,0.00914533333330838,0.401430666666437
"V1504",-10.0500000000002,33122.4727799992,2812085.13056873,0.580650666666808,0.0524053333334007,0,0,0.00546133333331843,0.361482666666472
"V1505",-10.0400000000002,33117.3972449953,2812416.32995985,0.607854666666766,0.0675373333333982,0,0,0.00292933333332534,0.321678666666511
"V1506",-10.0300000000002,33112.272524289,2812747.47834968,0.630666666666729,0.0853333333333917,0,0,0.00133333333332969,0.28266666666655
"V1507",-10.0200000000002,33107.0986178801,2813078.57524638,0.648438666666699,0.106009333333381,0,0,0.000457333333332085,0.245094666666589
"V1508",-10.0100000000002,33101.8755257688,2813409.62015808,0.660522666666678,0.129781333333364,0,0,8.53333333331005e-05,0.209610666666625
"V1509",-10.0000000000002,33096.6032479549,2813740.61259294,0.666270666666667,0.156865333333342,0,0,1.33333333332969e-06,0.176862666666657
"V1510",-9.99000000000024,33091.2817844385,2814071.55205909,0.665098666666669,0.187434666666647,1.06666666666376e-05,0,0,0.147456000000017
"V1511",-9.98000000000025,33085.9111352197,2814402.43806468,0.657166666666683,0.221166666666613,0.000166666666666212,0,0,0.121500000000037
"V1512",-9.97000000000025,33080.4913002983,2814733.27011784,0.643114666666708,0.257418666666576,0.000682666666664804,0,0,0.0987840000000513
"V1513",-9.96000000000026,33075.0222796744,2815064.04772673,0.62359066666674,0.295542666666537,0.00177466666666182,0,0,0.0790920000000609
"V1514",-9.95000000000005,33069.5040733479,2815394.77039949,0.599242666666176,0.334890666667402,0.00365866666671016,0,0,0.0622079999997124
"V1515",-9.94000000000005,33063.9366813191,2815725.43764425,0.570718666666132,0.37481466666737,0.00655066666672765,0,0,0.0479159999997702
"V1516",-9.93000000000006,33058.3201035877,2816056.04896916,0.538666666666106,0.414666666667327,0.0106666666667467,0,0,0.0359999999998199
"V1517",-9.92000000000007,33052.6543401538,2816386.60388237,0.503734666666097,0.453798666667274,0.0162226666667667,0,0,0.0262439999998621
"V1518",-9.91000000000008,33046.9393910174,2816717.10189201,0.466570666666101,0.491562666667214,0.0234346666667872,0,0,0.0184319999998973
"V1519",-9.90000000000009,33041.1752561785,2817047.54250624,0.427822666666118,0.527310666667148,0.0325186666668074,0,0,0.0123479999999262
"V1520",-9.8900000000001,33035.3619356371,2817377.92523318,0.388138666666146,0.560394666667078,0.0436906666668269,0,0,0.00777599999994931
"V1521",-9.88000000000011,33029.4994293933,2817708.249581,0.348166666666183,0.590166666667005,0.0571666666668449,0,0,0.00449999999996726
"V1522",-9.87000000000012,33023.5877374469,2818038.51505782,0.308554666666227,0.615978666666931,0.073162666666861,0,0,0.00230399999998062
"V1523",-9.86000000000013,33017.626859798,2818368.72117179,0.269950666666276,0.637182666666859,0.0918946666668746,0,0,0.00097199999998998
"V1524",-9.85000000000014,33011.6167964466,2818698.86743106,0.233002666666329,0.65313066666679,0.113578666666885,0,0,0.00028799999999594
"V1525",-9.84000000000015,33005.5575473927,2819028.95334377,0.198358666666384,0.663174666666725,0.138430666666892,0,0,3.59999999990831e-05
"V1526",-9.83000000000015,32999.4491126363,2819358.97841806,0.166666666666439,0.666666666666667,0.166666666666894,1.56789984301514e-38,0,0
"V1527",-9.82000000000016,32993.2914921774,2819688.94216207,0.13843066666649,0.663174666666621,0.198358666666889,3.60000000007204e-05,0,0
"V1528",-9.81000000000017,32987.084686016,2820018.84408395,0.113578666666533,0.653130666666591,0.233002666666873,0.000288000000002489,0,0
"V1529",-9.80000000000018,32980.8286941521,2820348.68369184,0.0918946666665688,0.637182666666576,0.26995066666685,0.000972000000004716,0,0
"V1530",-9.79000000000019,32974.5235165857,2820678.46049388,0.0731626666665983,0.615978666666573,0.308554666666821,0.00230400000000681,0,0
"V1531",-9.7800000000002,32968.1691533168,2821008.17399821,0.0571666666666221,0.590166666666582,0.348166666666788,0.00450000000000819,0,0
"V1532",-9.77000000000021,32961.7656043454,2821337.82371299,0.0436906666666406,0.5603946666666,0.388138666666751,0.00777600000000825,0,0
"V1533",-9.76000000000022,32955.3128696715,2821667.40914635,0.0325186666666544,0.527310666666625,0.427822666666714,0.0123480000000064,0,0
"V1534",-9.75000000000023,32948.8109492951,2821996.92980643,0.0234346666666642,0.491562666666655,0.466570666666678,0.0184320000000021,0,0
"V1535",-9.74000000000024,32942.2598432162,2822326.38520138,0.0162226666666705,0.45379866666669,0.503734666666645,0.0262439999999947,0,0
"V1536",-9.73000000000025,32935.6595514347,2822655.77483934,0.0106666666666739,0.414666666666727,0.538666666666616,0.0359999999999836,0,0
"V1537",-9.72000000000025,32929.0100739508,2822985.09822846,0.00655066666667507,0.374814666666764,0.570718666666593,0.0479159999999683,0,0
"V1538",-9.71000000000026,32922.3114107644,2823314.35487687,0.00365866666667451,0.334890666666799,0.599242666666578,0.0622079999999482,0,0
"V1539",-9.70000000000005,32915.5635618753,2823643.54429273,0.00177466666663981,0.295542666665948,0.623590666667074,0.0790920000003375,0,0
"V1540",-9.69000000000005,32908.7665272839,2823972.66598416,0.000682666666653161,0.257418666666011,0.643114666666964,0.0987840000003722,0,0
"V1541",-9.68000000000006,32901.92030699,2824301.71945932,0.000166666666661664,0.221166666666081,0.657166666666852,0.121500000000405,0,0
"V1542",-9.67000000000007,32895.0249009935,2824630.70422635,1.06666666659099e-05,0.187434666666158,0.66509866666674,0.147456000000436,0,0
"V1543",-9.66000000000008,32888.0803092946,2824959.61979339,0,0.156865333332905,0.666270666666631,0.17686266666713,1.33333333351162e-06,0
"V1544",-9.65000000000009,32881.0865318932,2825288.46566858,0,0.129781333332979,0.660522666666541,0.209610666667144,8.53333333360112e-05,0
"V1545",-9.6400000000001,32874.0435687892,2825617.24136007,0,0.106009333333044,0.64843866666647,0.245094666667144,0.000457333333341,0
"V1546",-9.63000000000011,32866.9514199828,2825945.946376,0,0.0853333333331005,0.630666666666419,0.282666666667132,0.00133333333334789,0
"V1547",-9.62000000000012,32859.8100854739,2826274.58022452,0,0.067537333333149,0.607854666666385,0.32167866666711,0.00292933333335609,0
"V1548",-9.61000000000013,32852.6195652624,2826603.14241376,0,0.0524053333331903,0.580650666666366,0.361482666667079,0.005461333333365,0
"V1549",-9.60000000000014,32845.3798593485,2826931.63245187,0,0.0397213333332249,0.54970266666636,0.401430666667041,0.00914533333337406,0
"V1550",-9.59000000000015,32838.090967732,2827260.04984699,0,0.0292693333332535,0.515658666666366,0.440874666666997,0.0141973333333826,0
"V1551",-9.58000000000015,32830.7528904131,2827588.39410727,0,0.0208333333332765,0.479166666666382,0.479166666666951,0.0208333333333902,0
"V1552",-9.57000000000016,32823.3656273916,2827916.66474085,0,0.0141973333332946,0.440874666666407,0.515658666666903,0.0292693333333961,0
"V1553",-9.56000000000017,32815.9291786677,2828244.86125587,0,0.00914533333330838,0.401430666666437,0.549702666666855,0.0397213333333998,0
"V1554",-9.55000000000018,32808.4435442412,2828572.98316047,0,0.00546133333331843,0.361482666666473,0.580650666666808,0.0524053333334006,0
"V1555",-9.54000000000019,32800.9087241123,2828901.0299628,0,0.00292933333332534,0.321678666666511,0.607854666666766,0.0675373333333981,0
"V1556",-9.5300000000002,32793.3247182808,2829229.001171,0,0.0013333333333297,0.28266666666655,0.630666666666728,0.0853333333333916,0
"V1557",-9.52000000000021,32785.6915267469,2829556.89629321,0,0.000457333333332085,0.245094666666589,0.648438666666699,0.10600933333338,0
"V1558",-9.51000000000022,32778.0091495104,2829884.71483758,0,8.53333333331005e-05,0.209610666666625,0.660522666666678,0.129781333333364,0
"V1559",-9.50000000000023,32770.2775865714,2830212.45631225,0,1.33333333332969e-06,0.176862666666657,0.666270666666667,0.156865333333342,0
"V1560",-9.49000000000024,32762.49683793,2830540.12022536,0,0,0.147456000000017,0.66509866666667,0.187434666666647,1.06666666666376e-05
"V1561",-9.48000000000025,32754.666903586,2830867.70608505,0,0,0.121500000000037,0.657166666666684,0.221166666666614,0.000166666666666212
"V1562",-9.47000000000025,32746.7877835395,2831195.21339948,0,0,0.0987840000000513,0.643114666666708,0.257418666666576,0.000682666666664804
"V1563",-9.46000000000026,32738.8594777906,2831522.64167677,0,0,0.0790920000000608,0.62359066666674,0.295542666666537,0.00177466666666183
"V1564",-9.45000000000005,32730.8819863389,2831849.99042509,0,0,0.0622079999997123,0.599242666666176,0.334890666667402,0.00365866666671016
"V1565",-9.44000000000005,32722.8553091849,2832177.25915255,0,0,0.0479159999997702,0.570718666666132,0.37481466666737,0.00655066666672765
"V1566",-9.43000000000006,32714.7794463285,2832504.44736732,0,0,0.0359999999998199,0.538666666666106,0.414666666667327,0.0106666666667467
"V1567",-9.42000000000007,32706.6543977695,2832831.55457753,0,0,0.0262439999998621,0.503734666666097,0.453798666667275,0.0162226666667667
"V1568",-9.41000000000008,32698.480163508,2833158.58029132,0,0,0.0184319999998973,0.466570666666101,0.491562666667214,0.0234346666667872
"V1569",-9.40000000000009,32690.256743544,2833485.52401685,0,0,0.0123479999999262,0.427822666666118,0.527310666667148,0.0325186666668074
"V1570",-9.3900000000001,32681.9841378775,2833812.38526224,0,0,0.0077759999999493,0.388138666666146,0.560394666667078,0.0436906666668269
"V1571",-9.38000000000011,32673.6623465085,2834139.16353565,0,0,0.00449999999996725,0.348166666666183,0.590166666667005,0.057166666666845
"V1572",-9.37000000000012,32665.291369437,2834465.85834522,0,0,0.00230399999998061,0.308554666666227,0.615978666666932,0.0731626666668611
"V1573",-9.36000000000013,32656.871206663,2834792.46919909,0,0,0.000971999999989978,0.269950666666276,0.637182666666859,0.0918946666668746
"V1574",-9.35000000000014,32648.4018581865,2835118.9956054,0,0,0.000287999999995938,0.233002666666329,0.65313066666679,0.113578666666885
"V1575",-9.34000000000015,32639.8833240076,2835445.4370723,0,0,3.59999999990828e-05,0.198358666666384,0.663174666666725,0.138430666666892
"V1576",-9.33000000000015,32631.3156041261,2835771.79310792,1.56962280972157e-38,0,0,0.166666666666439,0.666666666666667,0.166666666666894
"V1577",-9.32000000000016,32622.6986985421,2836098.06322043,3.60000000007207e-05,0,0,0.13843066666649,0.663174666666621,0.198358666666889
"V1578",-9.31000000000017,32614.0326072556,2836424.24691794,0.00028800000000249,0,0,0.113578666666533,0.653130666666591,0.233002666666874
"V1579",-9.30000000000018,32605.3173302665,2836750.34370862,0.000972000000004719,0,0,0.0918946666665687,0.637182666666576,0.269950666666851
"V1580",-9.29000000000019,32596.552867575,2837076.35310059,0.00230400000000682,0,0,0.0731626666665983,0.615978666666574,0.308554666666821
"V1581",-9.2800000000002,32587.739219181,2837402.27460202,0.0045000000000082,0,0,0.057166666666622,0.590166666666582,0.348166666666788
"V1582",-9.27000000000021,32578.8763850845,2837728.10772103,0.00777600000000827,0,0,0.0436906666666405,0.5603946666666,0.388138666666752
"V1583",-9.26000000000022,32569.9643652855,2838053.85196576,0.0123480000000064,0,0,0.0325186666666544,0.527310666666625,0.427822666666714
"V1584",-9.25000000000023,32561.003159784,2838379.50684438,0.0184320000000021,0,0,0.0234346666666642,0.491562666666655,0.466570666666678
"V1585",-9.24000000000024,32551.99276858,2838705.07186501,0.0262439999999947,0,0,0.0162226666666705,0.45379866666669,0.503734666666645
"V1586",-9.23000000000025,32542.9331916735,2839030.5465358,0.0359999999999837,0,0,0.0106666666666739,0.414666666666727,0.538666666666616
"V1587",-9.22000000000025,32533.8244290644,2839355.93036489,0.0479159999999684,0,0,0.00655066666667506,0.374814666666764,0.570718666666593
"V1588",-9.21000000000026,32524.6664807529,2839681.22286043,0.0622079999999482,0,0,0.0036586666666745,0.334890666666799,0.599242666666578
"V1589",-9.20000000000005,32515.4593467387,2840006.42353056,0.0790920000003376,0,0,0.00177466666663981,0.295542666665948,0.623590666667074
"V1590",-9.19000000000005,32506.2030270222,2840331.53188341,0.0987840000003723,0,0,0.000682666666653157,0.257418666666011,0.643114666666964
"V1591",-9.18000000000006,32496.8975216031,2840656.54742715,0.121500000000405,0,0,0.000166666666661662,0.221166666666081,0.657166666666852
"V1592",-9.17000000000007,32487.5428304816,2840981.46966989,0.147456000000436,0,0,1.06666666659096e-05,0.187434666666158,0.66509866666674
"V1593",-9.16000000000008,32478.1389536576,2841306.2981198,0.17686266666713,1.33333333351168e-06,0,0,0.156865333332905,0.666270666666631
"V1594",-9.15000000000009,32468.685891131,2841631.03228501,0.209610666667144,8.53333333360123e-05,0,0,0.129781333332979,0.660522666666541
"V1595",-9.1400000000001,32459.183642902,2841955.67167367,0.245094666667145,0.000457333333341003,0,0,0.106009333333044,0.64843866666647
"V1596",-9.13000000000011,32449.6322089704,2842280.21579392,0.282666666667133,0.00133333333334789,0,0,0.0853333333331005,0.630666666666419
"V1597",-9.12000000000012,32440.0315893364,2842604.6641539,0.32167866666711,0.0029293333333561,0,0,0.067537333333149,0.607854666666385
"V1598",-9.11000000000013,32430.3817839999,2842929.01626175,0.361482666667079,0.00546133333336502,0,0,0.0524053333331903,0.580650666666366
"V1599",-9.10000000000014,32420.6827929608,2843253.27162562,0.401430666667041,0.00914533333337408,0,0,0.0397213333332249,0.54970266666636
"V1600",-9.09000000000015,32410.9346162193,2843577.42975366,0.440874666666998,0.0141973333333827,0,0,0.0292693333332535,0.515658666666366
"V1601",-9.08000000000015,32401.1372537752,2843901.490154,0.479166666666951,0.0208333333333902,0,0,0.0208333333332765,0.479166666666382
"V1602",-9.07000000000016,32391.2907056287,2844225.45233478,0.515658666666903,0.0292693333333961,0,0,0.0141973333332946,0.440874666666406
"V1603",-9.06000000000017,32381.3949717796,2844549.31580416,0.549702666666855,0.0397213333333998,0,0,0.00914533333330838,0.401430666666437
"V1604",-9.05000000000018,32371.450052228,2844873.08007026,0.580650666666808,0.0524053333334007,0,0,0.00546133333331843,0.361482666666472
"V1605",-9.04000000000019,32361.455946974,2845196.74464125,0.607854666666766,0.0675373333333982,0,0,0.00292933333332534,0.321678666666511
"V1606",-9.0300000000002,32351.4126560174,2845520.30902525,0.630666666666729,0.0853333333333917,0,0,0.00133333333332969,0.28266666666655
"V1607",-9.02000000000021,32341.3201793584,2845843.77273042,0.648438666666699,0.106009333333381,0,0,0.000457333333332085,0.245094666666589
"V1608",-9.01000000000022,32331.1785169968,2846167.13526489,0.660522666666678,0.129781333333364,0,0,8.53333333331005e-05,0.209610666666625
"V1609",-9.00000000000023,32320.9876689327,2846490.3961368,0.666270666666667,0.156865333333342,0,0,1.33333333332969e-06,0.176862666666657
"V1610",-8.99000000000024,32310.7476351662,2846813.55485431,0.665098666666669,0.187434666666647,1.06666666666376e-05,0,0,0.147456000000017
"V1611",-8.98000000000025,32300.4584156971,2847136.61092555,0.657166666666683,0.221166666666613,0.000166666666666212,0,0,0.121500000000037
"V1612",-8.97000000000025,32290.1200105255,2847459.56385867,0.643114666666708,0.257418666666576,0.000682666666664804,0,0,0.0987840000000513
"V1613",-8.96000000000026,32279.7324196515,2847782.41316181,0.62359066666674,0.295542666666537,0.00177466666666182,0,0,0.0790920000000609
"V1614",-8.95000000000005,32269.2956430746,2848105.15834312,0.599242666666176,0.334890666667402,0.00365866666671016,0,0,0.0622079999997124
"V1615",-8.94000000000005,32258.8096807956,2848427.79891073,0.570718666666132,0.37481466666737,0.00655066666672765,0,0,0.0479159999997702
"V1616",-8.93000000000006,32248.274532814,2848750.33437278,0.538666666666106,0.414666666667327,0.0106666666667467,0,0,0.0359999999998199
"V1617",-8.92000000000007,32237.6901991299,2849072.76423743,0.503734666666097,0.453798666667274,0.0162226666667667,0,0,0.0262439999998621
"V1618",-8.91000000000008,32227.0566797433,2849395.08801281,0.466570666666101,0.491562666667214,0.0234346666667872,0,0,0.0184319999998973
"V1619",-8.90000000000009,32216.3739746542,2849717.30520707,0.427822666666118,0.527310666667148,0.0325186666668074,0,0,0.0123479999999262
"V1620",-8.8900000000001,32205.6420838626,2850039.41532835,0.388138666666146,0.560394666667078,0.0436906666668269,0,0,0.00777599999994931
"V1621",-8.88000000000011,32194.8610073685,2850361.4178848,0.348166666666183,0.590166666667005,0.0571666666668449,0,0,0.00449999999996726
"V1622",-8.87000000000012,32184.0307451719,2850683.31238455,0.308554666666227,0.615978666666931,0.073162666666861,0,0,0.00230399999998062
"V1623",-8.86000000000013,32173.1512972728,2851005.09833575,0.269950666666276,0.637182666666859,0.0918946666668746,0,0,0.00097199999998998
"V1624",-8.85000000000014,32162.2226636713,2851326.77524654,0.233002666666329,0.65313066666679,0.113578666666885,0,0,0.00028799999999594
"V1625",-8.84000000000015,32151.2448443672,2851648.34262507,0.198358666666384,0.663174666666725,0.138430666666892,0,0,3.59999999990831e-05
"V1626",-8.83000000000015,32140.2178393605,2851969.79997947,0.166666666666439,0.666666666666667,0.166666666666894,1.56789984301514e-38,0,0
"V1627",-8.82000000000016,32129.1416486514,2852291.1468179,0.13843066666649,0.663174666666621,0.198358666666889,3.60000000007204e-05,0,0
"V1628",-8.81000000000017,32118.0162722398,2852612.38264849,0.113578666666533,0.653130666666591,0.233002666666873,0.000288000000002489,0,0
"V1629",-8.80000000000018,32106.8417101257,2852933.50697939,0.0918946666665688,0.637182666666576,0.26995066666685,0.000972000000004716,0,0
"V1630",-8.79000000000019,32095.6179623091,2853254.51931874,0.0731626666665983,0.615978666666573,0.308554666666821,0.00230400000000681,0,0
"V1631",-8.7800000000002,32084.34502879,2853575.41917469,0.0571666666666221,0.590166666666582,0.348166666666788,0.00450000000000819,0,0
"V1632",-8.77000000000021,32073.0229095684,2853896.20605537,0.0436906666666406,0.5603946666666,0.388138666666751,0.00777600000000825,0,0
"V1633",-8.76000000000022,32061.6516046443,2854216.87946892,0.0325186666666544,0.527310666666625,0.427822666666714,0.0123480000000064,0,0
"V1634",-8.75000000000023,32050.2311140177,2854537.43892351,0.0234346666666642,0.491562666666655,0.466570666666678,0.0184320000000021,0,0
"V1635",-8.74000000000024,32038.7614376886,2854857.88392725,0.0162226666666705,0.45379866666669,0.503734666666645,0.0262439999999947,0,0
